VALUE,ZONE_NAME,ESP_Name,ESP_LF,ESPLF_Name,ZONE_NAME_ENC,ESP_Name_ENC,ESPLF_Name_ENC
24044,Lower Yukon,Western North American Boreal Treeline White Spruce Woodland,0,Undetermined,31,486,1
24045,Lower Yukon,Western North American Boreal Treeline White Spruce Woodland,0,Undetermined,31,486,1
24046,Lower Yukon,Western North American Boreal Treeline White Spruce Woodland,0,Undetermined,31,486,1
24047,Lower Yukon,Western North American Boreal Treeline White Spruce Woodland,0,Undetermined,31,486,1
24048,Lower Yukon,Western North American Boreal Treeline White Spruce Woodland,0,Undetermined,31,486,1
24049,Lower Yukon,Western North American Boreal Treeline White Spruce Woodland,5,Upland Forest,31,486,2
24050,Lower Yukon,Western North American Boreal Treeline White Spruce Woodland,5,Upland Forest,31,486,2
24051,Lower Yukon,Western North American Boreal Treeline White Spruce Woodland,5,Upland Forest,31,486,2
24052,Lower Yukon,Western North American Boreal Treeline White Spruce Woodland,3,Upland Shrub,31,486,4
24053,Lower Yukon,Western North American Boreal Treeline White Spruce Woodland,3,Upland Shrub,31,486,4
24054,Lower Yukon,Western North American Boreal Treeline White Spruce Woodland,2,Upland Herb,31,486,3
24055,Lower Yukon,Western North American Boreal Treeline White Spruce Woodland,2,Upland Herb,31,486,3
24056,Lower Yukon,Western North American Boreal Treeline White Spruce Woodland,2,Upland Herb,31,486,3
24057,Lower Yukon,Western North American Boreal Treeline White Spruce Woodland,0,Undetermined,31,486,1
24058,Lower Yukon,Western North American Boreal Treeline White Spruce Woodland,7,Wetland Forest,31,486,6
24059,Lower Yukon,Western North American Boreal Treeline White Spruce Woodland,9,Wetland Herb,31,486,7
24060,Lower Yukon,Western North American Boreal White Spruce-Hardwood Forest,0,Undetermined,31,491,1
24061,Lower Yukon,Western North American Boreal White Spruce-Hardwood Forest,0,Undetermined,31,491,1
24062,Lower Yukon,Western North American Boreal White Spruce-Hardwood Forest,0,Undetermined,31,491,1
24063,Lower Yukon,Western North American Boreal White Spruce-Hardwood Forest,0,Undetermined,31,491,1
24064,Lower Yukon,Western North American Boreal White Spruce-Hardwood Forest,0,Undetermined,31,491,1
24065,Lower Yukon,Western North American Boreal White Spruce-Hardwood Forest,0,Undetermined,31,491,1
24066,Lower Yukon,Western North American Boreal White Spruce-Hardwood Forest,5,Upland Forest,31,491,2
24067,Lower Yukon,Western North American Boreal White Spruce-Hardwood Forest,5,Upland Forest,31,491,2
24068,Lower Yukon,Western North American Boreal White Spruce-Hardwood Forest,5,Upland Forest,31,491,2
24069,Lower Yukon,Western North American Boreal White Spruce-Hardwood Forest,3,Upland Shrub,31,491,4
24070,Lower Yukon,Western North American Boreal White Spruce-Hardwood Forest,3,Upland Shrub,31,491,4
24071,Lower Yukon,Western North American Boreal White Spruce-Hardwood Forest,2,Upland Herb,31,491,3
24072,Lower Yukon,Western North American Boreal White Spruce-Hardwood Forest,2,Upland Herb,31,491,3
24073,Lower Yukon,Western North American Boreal White Spruce-Hardwood Forest,2,Upland Herb,31,491,3
24074,Lower Yukon,Western North American Boreal White Spruce-Hardwood Forest,0,Undetermined,31,491,1
24075,Lower Yukon,Western North American Boreal White Spruce-Hardwood Forest,0,Undetermined,31,491,1
24076,Lower Yukon,Western North American Boreal White Spruce-Hardwood Forest,7,Wetland Forest,31,491,6
24077,Lower Yukon,Western North American Boreal White Spruce-Hardwood Forest,9,Wetland Herb,31,491,7
24078,Lower Yukon,Western North American Boreal Mesic Black Spruce Forest,0,Undetermined,31,478,1
24079,Lower Yukon,Western North American Boreal Mesic Black Spruce Forest,0,Undetermined,31,478,1
24080,Lower Yukon,Western North American Boreal Mesic Black Spruce Forest,0,Undetermined,31,478,1
24081,Lower Yukon,Western North American Boreal Mesic Black Spruce Forest,0,Undetermined,31,478,1
24082,Lower Yukon,Western North American Boreal Mesic Black Spruce Forest,0,Undetermined,31,478,1
24083,Lower Yukon,Western North American Boreal Mesic Black Spruce Forest,0,Undetermined,31,478,1
24084,Lower Yukon,Western North American Boreal Mesic Black Spruce Forest,5,Upland Forest,31,478,2
24085,Lower Yukon,Western North American Boreal Mesic Black Spruce Forest,5,Upland Forest,31,478,2
24086,Lower Yukon,Western North American Boreal Mesic Black Spruce Forest,5,Upland Forest,31,478,2
24087,Lower Yukon,Western North American Boreal Mesic Black Spruce Forest,3,Upland Shrub,31,478,4
24088,Lower Yukon,Western North American Boreal Mesic Black Spruce Forest,3,Upland Shrub,31,478,4
24089,Lower Yukon,Western North American Boreal Mesic Black Spruce Forest,2,Upland Herb,31,478,3
24090,Lower Yukon,Western North American Boreal Mesic Black Spruce Forest,2,Upland Herb,31,478,3
24091,Lower Yukon,Western North American Boreal Mesic Black Spruce Forest,2,Upland Herb,31,478,3
24092,Lower Yukon,Western North American Boreal Mesic Black Spruce Forest,0,Undetermined,31,478,1
24093,Lower Yukon,Western North American Boreal Mesic Black Spruce Forest,0,Undetermined,31,478,1
24094,Lower Yukon,Western North American Boreal Mesic Black Spruce Forest,7,Wetland Forest,31,478,6
24095,Lower Yukon,Western North American Boreal Mesic Black Spruce Forest,9,Wetland Herb,31,478,7
24096,Lower Yukon,Western North American Boreal Mesic Birch-Aspen Forest,0,Undetermined,31,477,1
24097,Lower Yukon,Western North American Boreal Mesic Birch-Aspen Forest,0,Undetermined,31,477,1
24098,Lower Yukon,Western North American Boreal Mesic Birch-Aspen Forest,0,Undetermined,31,477,1
24099,Lower Yukon,Western North American Boreal Mesic Birch-Aspen Forest,0,Undetermined,31,477,1
24100,Lower Yukon,Western North American Boreal Mesic Birch-Aspen Forest,0,Undetermined,31,477,1
24101,Lower Yukon,Western North American Boreal Mesic Birch-Aspen Forest,0,Undetermined,31,477,1
24102,Lower Yukon,Western North American Boreal Mesic Birch-Aspen Forest,5,Upland Forest,31,477,2
24103,Lower Yukon,Western North American Boreal Mesic Birch-Aspen Forest,5,Upland Forest,31,477,2
24104,Lower Yukon,Western North American Boreal Mesic Birch-Aspen Forest,5,Upland Forest,31,477,2
24105,Lower Yukon,Western North American Boreal Mesic Birch-Aspen Forest,3,Upland Shrub,31,477,4
24106,Lower Yukon,Western North American Boreal Mesic Birch-Aspen Forest,3,Upland Shrub,31,477,4
24107,Lower Yukon,Western North American Boreal Mesic Birch-Aspen Forest,2,Upland Herb,31,477,3
24108,Lower Yukon,Western North American Boreal Mesic Birch-Aspen Forest,2,Upland Herb,31,477,3
24109,Lower Yukon,Western North American Boreal Mesic Birch-Aspen Forest,2,Upland Herb,31,477,3
24110,Lower Yukon,Western North American Boreal Mesic Birch-Aspen Forest,0,Undetermined,31,477,1
24111,Lower Yukon,Western North American Boreal Mesic Birch-Aspen Forest,0,Undetermined,31,477,1
24112,Lower Yukon,Western North American Boreal Mesic Birch-Aspen Forest,7,Wetland Forest,31,477,6
24113,Lower Yukon,Western North American Boreal Mesic Birch-Aspen Forest,9,Wetland Herb,31,477,7
24114,Lower Yukon,Western North American Boreal Dry Aspen-Steppe Bluff,0,Undetermined,31,471,1
24115,Lower Yukon,Western North American Boreal Dry Aspen-Steppe Bluff,0,Undetermined,31,471,1
24116,Lower Yukon,Western North American Boreal Dry Aspen-Steppe Bluff,0,Undetermined,31,471,1
24117,Lower Yukon,Western North American Boreal Dry Aspen-Steppe Bluff,0,Undetermined,31,471,1
24118,Lower Yukon,Western North American Boreal Dry Aspen-Steppe Bluff,5,Upland Forest,31,471,2
24119,Lower Yukon,Western North American Boreal Dry Aspen-Steppe Bluff,5,Upland Forest,31,471,2
24120,Lower Yukon,Western North American Boreal Dry Aspen-Steppe Bluff,5,Upland Forest,31,471,2
24121,Lower Yukon,Western North American Boreal Dry Aspen-Steppe Bluff,3,Upland Shrub,31,471,4
24122,Lower Yukon,Western North American Boreal Dry Aspen-Steppe Bluff,3,Upland Shrub,31,471,4
24123,Lower Yukon,Western North American Boreal Dry Aspen-Steppe Bluff,2,Upland Herb,31,471,3
24124,Lower Yukon,Western North American Boreal Dry Aspen-Steppe Bluff,7,Wetland Forest,31,471,6
24125,Lower Yukon,Western North American Boreal Dry Aspen-Steppe Bluff,9,Wetland Herb,31,471,7
24126,Lower Yukon,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,0,Undetermined,31,485,1
24127,Lower Yukon,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,0,Undetermined,31,485,1
24128,Lower Yukon,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,0,Undetermined,31,485,1
24129,Lower Yukon,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,0,Undetermined,31,485,1
24130,Lower Yukon,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,5,Upland Forest,31,485,2
24131,Lower Yukon,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,5,Upland Forest,31,485,2
24132,Lower Yukon,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,5,Upland Forest,31,485,2
24133,Lower Yukon,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,3,Upland Shrub,31,485,4
24134,Lower Yukon,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,3,Upland Shrub,31,485,4
24135,Lower Yukon,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,2,Upland Herb,31,485,3
24136,Lower Yukon,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,2,Upland Herb,31,485,3
24137,Lower Yukon,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,2,Upland Herb,31,485,3
24138,Lower Yukon,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,7,Wetland Forest,31,485,6
24139,Lower Yukon,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,9,Wetland Herb,31,485,7
24140,Lower Yukon,Alaska Sub-boreal Avalanche Slope Shrubland,0,Undetermined,31,44,1
24141,Lower Yukon,Alaska Sub-boreal Avalanche Slope Shrubland,0,Undetermined,31,44,1
24142,Lower Yukon,Alaska Sub-boreal Avalanche Slope Shrubland,0,Undetermined,31,44,1
24143,Lower Yukon,Alaska Sub-boreal Avalanche Slope Shrubland,5,Upland Forest,31,44,2
24144,Lower Yukon,Alaska Sub-boreal Avalanche Slope Shrubland,5,Upland Forest,31,44,2
24145,Lower Yukon,Alaska Sub-boreal Avalanche Slope Shrubland,5,Upland Forest,31,44,2
24146,Lower Yukon,Alaska Sub-boreal Avalanche Slope Shrubland,3,Upland Shrub,31,44,4
24147,Lower Yukon,Alaska Sub-boreal Avalanche Slope Shrubland,3,Upland Shrub,31,44,4
24148,Lower Yukon,Alaska Sub-boreal Avalanche Slope Shrubland,2,Upland Herb,31,44,3
24149,Lower Yukon,Alaska Sub-boreal Avalanche Slope Shrubland,2,Upland Herb,31,44,3
24150,Lower Yukon,Alaska Sub-boreal Avalanche Slope Shrubland,7,Wetland Forest,31,44,6
24151,Lower Yukon,Alaska Sub-boreal Avalanche Slope Shrubland,9,Wetland Herb,31,44,7
24152,Lower Yukon,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland,0,Undetermined,31,43,1
24153,Lower Yukon,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland,0,Undetermined,31,43,1
24154,Lower Yukon,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland,0,Undetermined,31,43,1
24155,Lower Yukon,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland,0,Undetermined,31,43,1
24156,Lower Yukon,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland,0,Undetermined,31,43,1
24157,Lower Yukon,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland,0,Undetermined,31,43,1
24158,Lower Yukon,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland,5,Upland Forest,31,43,2
24159,Lower Yukon,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland,5,Upland Forest,31,43,2
24160,Lower Yukon,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland,5,Upland Forest,31,43,2
24161,Lower Yukon,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland,3,Upland Shrub,31,43,4
24162,Lower Yukon,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland,3,Upland Shrub,31,43,4
24163,Lower Yukon,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland,2,Upland Herb,31,43,3
24164,Lower Yukon,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland,2,Upland Herb,31,43,3
24165,Lower Yukon,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland,2,Upland Herb,31,43,3
24166,Lower Yukon,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland,7,Wetland Forest,31,43,6
24167,Lower Yukon,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland,9,Wetland Herb,31,43,7
24168,Lower Yukon,Western North American Boreal Mesic Scrub Birch-Willow Shrubland,0,Undetermined,31,479,1
24169,Lower Yukon,Western North American Boreal Mesic Scrub Birch-Willow Shrubland,0,Undetermined,31,479,1
24170,Lower Yukon,Western North American Boreal Mesic Scrub Birch-Willow Shrubland,0,Undetermined,31,479,1
24171,Lower Yukon,Western North American Boreal Mesic Scrub Birch-Willow Shrubland,0,Undetermined,31,479,1
24172,Lower Yukon,Western North American Boreal Mesic Scrub Birch-Willow Shrubland,0,Undetermined,31,479,1
24173,Lower Yukon,Western North American Boreal Mesic Scrub Birch-Willow Shrubland,0,Undetermined,31,479,1
24174,Lower Yukon,Western North American Boreal Mesic Scrub Birch-Willow Shrubland,5,Upland Forest,31,479,2
24175,Lower Yukon,Western North American Boreal Mesic Scrub Birch-Willow Shrubland,5,Upland Forest,31,479,2
24176,Lower Yukon,Western North American Boreal Mesic Scrub Birch-Willow Shrubland,5,Upland Forest,31,479,2
24177,Lower Yukon,Western North American Boreal Mesic Scrub Birch-Willow Shrubland,3,Upland Shrub,31,479,4
24178,Lower Yukon,Western North American Boreal Mesic Scrub Birch-Willow Shrubland,3,Upland Shrub,31,479,4
24179,Lower Yukon,Western North American Boreal Mesic Scrub Birch-Willow Shrubland,2,Upland Herb,31,479,3
24180,Lower Yukon,Western North American Boreal Mesic Scrub Birch-Willow Shrubland,2,Upland Herb,31,479,3
24181,Lower Yukon,Western North American Boreal Mesic Scrub Birch-Willow Shrubland,2,Upland Herb,31,479,3
24182,Lower Yukon,Western North American Boreal Mesic Scrub Birch-Willow Shrubland,0,Undetermined,31,479,1
24183,Lower Yukon,Western North American Boreal Mesic Scrub Birch-Willow Shrubland,0,Undetermined,31,479,1
24184,Lower Yukon,Western North American Boreal Mesic Scrub Birch-Willow Shrubland,7,Wetland Forest,31,479,6
24185,Lower Yukon,Western North American Boreal Mesic Scrub Birch-Willow Shrubland,9,Wetland Herb,31,479,7
24186,Lower Yukon,Western North American Sub-boreal Mesic Bluejoint Meadow,0,Undetermined,31,492,1
24187,Lower Yukon,Western North American Sub-boreal Mesic Bluejoint Meadow,0,Undetermined,31,492,1
24188,Lower Yukon,Western North American Sub-boreal Mesic Bluejoint Meadow,0,Undetermined,31,492,1
24189,Lower Yukon,Western North American Sub-boreal Mesic Bluejoint Meadow,0,Undetermined,31,492,1
24190,Lower Yukon,Western North American Sub-boreal Mesic Bluejoint Meadow,5,Upland Forest,31,492,2
24191,Lower Yukon,Western North American Sub-boreal Mesic Bluejoint Meadow,5,Upland Forest,31,492,2
24192,Lower Yukon,Western North American Sub-boreal Mesic Bluejoint Meadow,5,Upland Forest,31,492,2
24193,Lower Yukon,Western North American Sub-boreal Mesic Bluejoint Meadow,3,Upland Shrub,31,492,4
24194,Lower Yukon,Western North American Sub-boreal Mesic Bluejoint Meadow,3,Upland Shrub,31,492,4
24195,Lower Yukon,Western North American Sub-boreal Mesic Bluejoint Meadow,2,Upland Herb,31,492,3
24196,Lower Yukon,Western North American Sub-boreal Mesic Bluejoint Meadow,2,Upland Herb,31,492,3
24197,Lower Yukon,Western North American Sub-boreal Mesic Bluejoint Meadow,7,Wetland Forest,31,492,6
24198,Lower Yukon,Western North American Sub-boreal Mesic Bluejoint Meadow,9,Wetland Herb,31,492,7
24199,Lower Yukon,Western North American Boreal Dry Grassland,0,Undetermined,31,472,1
24200,Lower Yukon,Western North American Boreal Dry Grassland,0,Undetermined,31,472,1
24201,Lower Yukon,Western North American Boreal Dry Grassland,0,Undetermined,31,472,1
24202,Lower Yukon,Western North American Boreal Dry Grassland,0,Undetermined,31,472,1
24203,Lower Yukon,Western North American Boreal Dry Grassland,0,Undetermined,31,472,1
24204,Lower Yukon,Western North American Boreal Dry Grassland,5,Upland Forest,31,472,2
24205,Lower Yukon,Western North American Boreal Dry Grassland,5,Upland Forest,31,472,2
24206,Lower Yukon,Western North American Boreal Dry Grassland,5,Upland Forest,31,472,2
24207,Lower Yukon,Western North American Boreal Dry Grassland,3,Upland Shrub,31,472,4
24208,Lower Yukon,Western North American Boreal Dry Grassland,3,Upland Shrub,31,472,4
24209,Lower Yukon,Western North American Boreal Dry Grassland,2,Upland Herb,31,472,3
24210,Lower Yukon,Western North American Boreal Dry Grassland,2,Upland Herb,31,472,3
24211,Lower Yukon,Western North American Boreal Dry Grassland,0,Undetermined,31,472,1
24212,Lower Yukon,Western North American Boreal Dry Grassland,0,Undetermined,31,472,1
24213,Lower Yukon,Western North American Boreal Dry Grassland,7,Wetland Forest,31,472,6
24214,Lower Yukon,Western North American Boreal Dry Grassland,9,Wetland Herb,31,472,7
24215,Lower Yukon,Western North American Boreal Montane Floodplain Forest and Shrubland,0,Undetermined,31,480,1
24216,Lower Yukon,Western North American Boreal Montane Floodplain Forest and Shrubland,0,Undetermined,31,480,1
24217,Lower Yukon,Western North American Boreal Montane Floodplain Forest and Shrubland,0,Undetermined,31,480,1
24218,Lower Yukon,Western North American Boreal Montane Floodplain Forest and Shrubland,0,Undetermined,31,480,1
24219,Lower Yukon,Western North American Boreal Montane Floodplain Forest and Shrubland,0,Undetermined,31,480,1
24220,Lower Yukon,Western North American Boreal Montane Floodplain Forest and Shrubland,0,Undetermined,31,480,1
24221,Lower Yukon,Western North American Boreal Montane Floodplain Forest and Shrubland,5,Upland Forest,31,480,2
24222,Lower Yukon,Western North American Boreal Montane Floodplain Forest and Shrubland,5,Upland Forest,31,480,2
24223,Lower Yukon,Western North American Boreal Montane Floodplain Forest and Shrubland,5,Upland Forest,31,480,2
24224,Lower Yukon,Western North American Boreal Montane Floodplain Forest and Shrubland,3,Upland Shrub,31,480,4
24225,Lower Yukon,Western North American Boreal Montane Floodplain Forest and Shrubland,3,Upland Shrub,31,480,4
24226,Lower Yukon,Western North American Boreal Montane Floodplain Forest and Shrubland,2,Upland Herb,31,480,3
24227,Lower Yukon,Western North American Boreal Montane Floodplain Forest and Shrubland,2,Upland Herb,31,480,3
24228,Lower Yukon,Western North American Boreal Montane Floodplain Forest and Shrubland,2,Upland Herb,31,480,3
24229,Lower Yukon,Western North American Boreal Montane Floodplain Forest and Shrubland,0,Undetermined,31,480,1
24230,Lower Yukon,Western North American Boreal Montane Floodplain Forest and Shrubland,0,Undetermined,31,480,1
24231,Lower Yukon,Western North American Boreal Montane Floodplain Forest and Shrubland,7,Wetland Forest,31,480,6
24232,Lower Yukon,Western North American Boreal Montane Floodplain Forest and Shrubland,9,Wetland Herb,31,480,7
24233,Lower Yukon,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland,0,Undetermined,31,476,1
24234,Lower Yukon,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland,0,Undetermined,31,476,1
24235,Lower Yukon,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland,0,Undetermined,31,476,1
24236,Lower Yukon,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland,0,Undetermined,31,476,1
24237,Lower Yukon,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland,5,Upland Forest,31,476,2
24238,Lower Yukon,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland,5,Upland Forest,31,476,2
24239,Lower Yukon,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland,5,Upland Forest,31,476,2
24240,Lower Yukon,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland,3,Upland Shrub,31,476,4
24241,Lower Yukon,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland,3,Upland Shrub,31,476,4
24242,Lower Yukon,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland,2,Upland Herb,31,476,3
24243,Lower Yukon,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland,2,Upland Herb,31,476,3
24244,Lower Yukon,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland,2,Upland Herb,31,476,3
24245,Lower Yukon,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland,7,Wetland Forest,31,476,6
24246,Lower Yukon,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland,9,Wetland Herb,31,476,7
24247,Lower Yukon,Western North American Boreal Riparian Stringer Forest and Shrubland,0,Undetermined,31,481,1
24248,Lower Yukon,Western North American Boreal Riparian Stringer Forest and Shrubland,0,Undetermined,31,481,1
24249,Lower Yukon,Western North American Boreal Riparian Stringer Forest and Shrubland,0,Undetermined,31,481,1
24250,Lower Yukon,Western North American Boreal Riparian Stringer Forest and Shrubland,0,Undetermined,31,481,1
24251,Lower Yukon,Western North American Boreal Riparian Stringer Forest and Shrubland,0,Undetermined,31,481,1
24252,Lower Yukon,Western North American Boreal Riparian Stringer Forest and Shrubland,0,Undetermined,31,481,1
24253,Lower Yukon,Western North American Boreal Riparian Stringer Forest and Shrubland,5,Upland Forest,31,481,2
24254,Lower Yukon,Western North American Boreal Riparian Stringer Forest and Shrubland,5,Upland Forest,31,481,2
24255,Lower Yukon,Western North American Boreal Riparian Stringer Forest and Shrubland,5,Upland Forest,31,481,2
24256,Lower Yukon,Western North American Boreal Riparian Stringer Forest and Shrubland,3,Upland Shrub,31,481,4
24257,Lower Yukon,Western North American Boreal Riparian Stringer Forest and Shrubland,3,Upland Shrub,31,481,4
24258,Lower Yukon,Western North American Boreal Riparian Stringer Forest and Shrubland,2,Upland Herb,31,481,3
24259,Lower Yukon,Western North American Boreal Riparian Stringer Forest and Shrubland,2,Upland Herb,31,481,3
24260,Lower Yukon,Western North American Boreal Riparian Stringer Forest and Shrubland,0,Undetermined,31,481,1
24261,Lower Yukon,Western North American Boreal Riparian Stringer Forest and Shrubland,7,Wetland Forest,31,481,6
24262,Lower Yukon,Western North American Boreal Riparian Stringer Forest and Shrubland,9,Wetland Herb,31,481,7
24263,Lower Yukon,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,0,Undetermined,31,483,1
24264,Lower Yukon,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,0,Undetermined,31,483,1
24265,Lower Yukon,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,0,Undetermined,31,483,1
24266,Lower Yukon,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,0,Undetermined,31,483,1
24267,Lower Yukon,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,0,Undetermined,31,483,1
24268,Lower Yukon,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,5,Upland Forest,31,483,2
24269,Lower Yukon,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,5,Upland Forest,31,483,2
24270,Lower Yukon,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,5,Upland Forest,31,483,2
24271,Lower Yukon,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,3,Upland Shrub,31,483,4
24272,Lower Yukon,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,3,Upland Shrub,31,483,4
24273,Lower Yukon,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,2,Upland Herb,31,483,3
24274,Lower Yukon,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,2,Upland Herb,31,483,3
24275,Lower Yukon,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,2,Upland Herb,31,483,3
24276,Lower Yukon,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,7,Wetland Forest,31,483,6
24277,Lower Yukon,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,9,Wetland Herb,31,483,7
24278,Lower Yukon,Western North American Boreal Herbaceous Fen,0,Undetermined,31,473,1
24279,Lower Yukon,Western North American Boreal Herbaceous Fen,0,Undetermined,31,473,1
24280,Lower Yukon,Western North American Boreal Herbaceous Fen,0,Undetermined,31,473,1
24281,Lower Yukon,Western North American Boreal Herbaceous Fen,0,Undetermined,31,473,1
24282,Lower Yukon,Western North American Boreal Herbaceous Fen,0,Undetermined,31,473,1
24283,Lower Yukon,Western North American Boreal Herbaceous Fen,0,Undetermined,31,473,1
24284,Lower Yukon,Western North American Boreal Herbaceous Fen,5,Upland Forest,31,473,2
24285,Lower Yukon,Western North American Boreal Herbaceous Fen,5,Upland Forest,31,473,2
24286,Lower Yukon,Western North American Boreal Herbaceous Fen,5,Upland Forest,31,473,2
24287,Lower Yukon,Western North American Boreal Herbaceous Fen,3,Upland Shrub,31,473,4
24288,Lower Yukon,Western North American Boreal Herbaceous Fen,3,Upland Shrub,31,473,4
24289,Lower Yukon,Western North American Boreal Herbaceous Fen,2,Upland Herb,31,473,3
24290,Lower Yukon,Western North American Boreal Herbaceous Fen,2,Upland Herb,31,473,3
24291,Lower Yukon,Western North American Boreal Herbaceous Fen,2,Upland Herb,31,473,3
24292,Lower Yukon,Western North American Boreal Herbaceous Fen,7,Wetland Forest,31,473,6
24293,Lower Yukon,Western North American Boreal Herbaceous Fen,9,Wetland Herb,31,473,7
24294,Lower Yukon,Western North American Boreal Black Spruce Dwarf-tree Peatland,0,Undetermined,31,467,1
24295,Lower Yukon,Western North American Boreal Black Spruce Dwarf-tree Peatland,0,Undetermined,31,467,1
24296,Lower Yukon,Western North American Boreal Black Spruce Dwarf-tree Peatland,0,Undetermined,31,467,1
24297,Lower Yukon,Western North American Boreal Black Spruce Dwarf-tree Peatland,0,Undetermined,31,467,1
24298,Lower Yukon,Western North American Boreal Black Spruce Dwarf-tree Peatland,0,Undetermined,31,467,1
24299,Lower Yukon,Western North American Boreal Black Spruce Dwarf-tree Peatland,0,Undetermined,31,467,1
24300,Lower Yukon,Western North American Boreal Black Spruce Dwarf-tree Peatland,5,Upland Forest,31,467,2
24301,Lower Yukon,Western North American Boreal Black Spruce Dwarf-tree Peatland,5,Upland Forest,31,467,2
24302,Lower Yukon,Western North American Boreal Black Spruce Dwarf-tree Peatland,5,Upland Forest,31,467,2
24303,Lower Yukon,Western North American Boreal Black Spruce Dwarf-tree Peatland,3,Upland Shrub,31,467,4
24304,Lower Yukon,Western North American Boreal Black Spruce Dwarf-tree Peatland,3,Upland Shrub,31,467,4
24305,Lower Yukon,Western North American Boreal Black Spruce Dwarf-tree Peatland,2,Upland Herb,31,467,3
24306,Lower Yukon,Western North American Boreal Black Spruce Dwarf-tree Peatland,2,Upland Herb,31,467,3
24307,Lower Yukon,Western North American Boreal Black Spruce Dwarf-tree Peatland,2,Upland Herb,31,467,3
24308,Lower Yukon,Western North American Boreal Black Spruce Dwarf-tree Peatland,0,Undetermined,31,467,1
24309,Lower Yukon,Western North American Boreal Black Spruce Dwarf-tree Peatland,0,Undetermined,31,467,1
24310,Lower Yukon,Western North American Boreal Black Spruce Dwarf-tree Peatland,7,Wetland Forest,31,467,6
24311,Lower Yukon,Western North American Boreal Black Spruce Dwarf-tree Peatland,9,Wetland Herb,31,467,7
24312,Lower Yukon,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland,0,Undetermined,31,468,1
24313,Lower Yukon,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland,0,Undetermined,31,468,1
24314,Lower Yukon,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland,0,Undetermined,31,468,1
24315,Lower Yukon,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland,0,Undetermined,31,468,1
